date,price_type,price
2023-11-25,Mean,2.8729896907216497
2023-11-26,Mean,2.9138
2023-11-27,Mean,2.5054887218045114
2023-11-28,Mean,2.925142857142857
2023-11-29,Mean,2.774158415841584
2023-11-30,Mean,2.9356043956043956
2023-12-01,Mean,2.909625
2023-12-02,Mean,3.029868421052632
2023-12-03,Mean,2.911758241758242
2023-12-04,Mean,2.8329999999999997
2023-12-05,Mean,2.9309708737864075
2023-12-06,Mean,2.9247560975609757
2023-12-07,Mean,2.993977272727273
2023-12-08,Mean,2.8139830508474577
2023-12-09,Mean,2.845648148148148
2023-12-10,Mean,2.6592307692307693
2023-12-11,Mean,2.7693457943925233
2023-12-12,Mean,2.860480769230769
2023-12-13,Mean,2.83967032967033
2023-12-14,Mean,2.890754716981132
2023-12-15,Mean,2.8054128440366974
2023-12-16,Mean,3.1435344827586205
2023-12-17,Mean,2.943008849557522
2023-12-18,Mean,3.1182242990654205
2023-12-19,Mean,2.8151041666666665
2023-12-20,Mean,2.8582857142857145
2023-12-21,Mean,2.8621100917431197
2023-12-22,Mean,2.8559259259259258
2023-12-23,Mean,2.903271028037383
2023-12-24,Mean,2.871465517241379
